"clarityColor","easyColor","helpColor","helpCount","nothelpCount","quality","clarityRate","easyRate","helpfulRate","interest","overallRate","status","textBookUse","averageScore","numOfRating","Course GPA","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","Total","""""Skip class? You wont pass.""""","ACCESSIBLE OUTSIDE CLASS","Amazing lectures","BEWARE OF POP QUIZZES","Caring","Clear grading criteria","EXTRA CREDIT","Get ready to read","Gives good feedback","GRADED BY FEW THINGS","GROUP PROJECTS","Hilarious","Inspirational","LECTURE HEAVY","LOTS OF HOMEWORK","Participation matters","Respected","SO MANY PAPERS","TEST HEAVY","Tough Grader","char_1","char_2","char_prop","num","num_prop","upper","upper_prop","punct","punct_prop","also","alway","best","book","bore","can","care","class","clear","cours","definit","difficult","discuss","easi","even","ever","everi","exam","extrem","final","funni","get","give","good","grade","great","guy","hard","help","hes","his","hour","interest","ive","just","know","learn","lectur","like","lot","love","make","materi","much","need","nice","note","offic","one","paper","pretti","prof","professor","question","read","realli","recommend","she","student","studi","subject","take","talk","teach","teacher","test","the","thing","this","though","time","understand","uva","veri","want","way","well","will","work","you","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","name","course"
3,2,3,1,0,5,5,3,5,3,5,1,TRUE,5,1,3.574,0.0508474576271186,0.491525423728814,0.11864406779661,0.076271186440678,0.00847457627118644,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,94,0.701492537313433,3,0.0223880597014925,5,0.0373134328358209,4,0.0298507462686567,0,0,0,0,0,0,0,0.119185463753324,0,0,0,0,0,0,0,0,0.358846731585754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17619438962325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238341365344131,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.666666666666667,"Aaron Castroverde","SPAN 2020"
3,2,3,1,0,5,5,3,5,4,5,1,TRUE,4.25,8,3.2575,0.211851851851852,0.16,0.0992592592592593,0.157037037037037,0.0681481481481482,0.0207407407407407,0.042962962962963,0.0103703703703704,0.00888888888888889,0.0177777777777778,0.00148148148148148,0.00148148148148148,675,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,332,227,0.681681681681682,4,0.012012012012012,11,0.033033033033033,13,0.039039039039039,0,0,0,0.128921662167775,0,0,0,0.024659061466205,0.124836874808866,0,0,0,0,0,0,0,0.14848830272514,0,0,0,0,0.0969330652007249,0,0,0,0,0,0,0,0,0.130153113778789,0,0,0,0,0,0,0.160236410167806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138850618981451,0.067070462709231,0.121062185864518,0.0796581545600981,0,0,0,0,0,0,0.145816046584758,0,0,0,0.0764644325067987,0,0,0,0,0.113023935300931,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.222222222222222,0,0,0.222222222222222,0,0.444444444444444,"Aaron Evans","ASTR 1210"
3,3,2,5,1,4,4,5,3,3,3.5,1,TRUE,4.25,8,3.2575,0.211851851851852,0.16,0.0992592592592593,0.157037037037037,0.0681481481481482,0.0207407407407407,0.042962962962963,0.0103703703703704,0.00888888888888889,0.0177777777777778,0.00148148148148148,0.00148148148148148,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,74,0.552238805970149,2,0.0149253731343284,4,0.0298507462686567,3,0.0223880597014925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355670424067964,0,0,0,0.281105889082102,0,0,0,0,0,0,0,0,0,0.390293258203984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738717209420006,0,0,0,0,0,0.221746854269716,0,0,0,0,0,0,0,0,0,0,0.324225772716173,0,0,0.42447602343649,0,0,0,0,0,0,0,0,0,1,"Aaron Evans","ASTR 1210"
3,1,3,1,0,5,5,1,5,5,5,1,FALSE,4.25,8,3.2575,0.211851851851852,0.16,0.0992592592592593,0.157037037037037,0.0681481481481482,0.0207407407407407,0.042962962962963,0.0103703703703704,0.00888888888888889,0.0177777777777778,0.00148148148148148,0.00148148148148148,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,245,0.722713864306785,2,0.00589970501474926,52,0.153392330383481,17,0.0501474926253687,0,0,0,0,0,0,0,0.0446945489074966,0,0,0,0,0,0.0883701702451684,0,0,0,0.111147007521239,0,0.130359726635446,0,0,0,0,0,0,0,0.0858062578606552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330364480543593,0,0,0,0,0,0,0.114056676408473,0,0,0,0.118405512273211,0,0.227699735394164,0,0,0,0,0.132648757323903,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0.333333333333333,"Aaron Evans","ASTR 1210"
3,1,3,0,0,5,5,1,5,5,5,1,TRUE,4.25,8,3.2575,0.211851851851852,0.16,0.0992592592592593,0.157037037037037,0.0681481481481482,0.0207407407407407,0.042962962962963,0.0103703703703704,0.00888888888888889,0.0177777777777778,0.00148148148148148,0.00148148148148148,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,247,0.707736389684814,0,0,32,0.0916905444126074,6,0.0171919770773639,0,0,0,0,0,0,0,0.0386547450010781,0,0,0,0,0,0.0764282553471727,0,0,0,0.0961271416399904,0,0,0,0,0.107569108328932,0,0,0,0.0954605996336587,0.0742108176092153,0.0668947573376357,0.104430768930378,0.204023799977561,0.105484664379455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944816756360168,0.222706188481924,0.111353094240962,0,0,0,0,0,0.094886578110028,0,0.061977073472086,0.0955432969241738,0,0.0791582683001435,0,0,0,0,0,0,0.0599315822350584,0,0,0.0986436120289493,0,0,0.0939217843646628,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0.2,0.1,0.4,"Aaron Evans","ASTR 1210"
3,1,3,0,0,4,4,1,4,1,4,1,FALSE,4.25,8,3.2575,0.211851851851852,0.16,0.0992592592592593,0.157037037037037,0.0681481481481482,0.0207407407407407,0.042962962962963,0.0103703703703704,0.00888888888888889,0.0177777777777778,0.00148148148148148,0.00148148148148148,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,247,0.724340175953079,1,0.00293255131964809,7,0.0205278592375367,8,0.0234604105571848,0,0,0,0,0.0953260951172546,0.0776621239786091,0.102159812413889,0.0550086755784574,0,0,0,0,0,0.290035430548245,0,0,0,0,0,0.10696182698293,0,0.0720784330979749,0,0,0,0.12883641647801,0,0,0,0,0.0967805205021761,0,0,0,0,0,0,0.0397167170501399,0,0,0,0,0,0,0,0,0,0,0,0,0.197757155001977,0,0,0,0,0.117597524023958,0,0,0.0750988699257772,0,0,0,0,0,0.0782754221044096,0,0.134123262271041,0,0.0935849652582339,0,0,0,0,0,0,0,0.0831348135169675,0.0733358047212712,0,0,0,0.25,0,0,0.125,0,0,0.25,0.125,0.25,"Aaron Evans","ASTR 1210"
3,2,3,0,0,5,4,3,5,3,4.5,1,TRUE,4.25,8,3.2575,0.211851851851852,0.16,0.0992592592592593,0.157037037037037,0.0681481481481482,0.0207407407407407,0.042962962962963,0.0103703703703704,0.00888888888888889,0.0177777777777778,0.00148148148148148,0.00148148148148148,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,146,0.70873786407767,0,0,4,0.0194174757281553,7,0.0339805825242718,0,0,0,0,0,0.159411728166619,0,0.0752750297389417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141140521795855,0,0,0.185896957181335,0.144515802712682,0.130268737973291,0,0,0.205417504317886,0,0,0,0,0,0,0,0,0,0,0.150936356627346,0,0,0.183990631501717,0.216845499311347,0.216845499311347,0,0,0,0,0.102370706240405,0,0,0,0.186057999273391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182900316920659,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.111111111111111,0,0.111111111111111,0.333333333333333,0,0.333333333333333,"Aaron Evans","ASTR 1210"
3,3,3,0,0,5,5,4,5,3,5,1,TRUE,5,20,2.81,0.046875,0.09375,0.03125,0.15625,0,0,0.046875,0.015625,0,0.046875,0,0.015625,64,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,346,254,0.731988472622478,0,0,7,0.0201729106628242,8,0.0230547550432277,0,0.11125817499082,0.0961246923727872,0,0,0,0.110673130115047,0.0198642439588874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897169414694148,0,0,0,0.0929418599394945,0,0,0,0,0,0,0,0.114446235747655,0,0,0,0,0.111851887512836,0,0,0,0.191095976538932,0,0,0.0813571090862586,0,0,0.1174629264155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794471217813772,0,0,0.375,0,0,0,0,0,0,0.125,0.25,0.25,"Aaron Peeksmease","SOC 2230"
3,2,3,0,0,5,5,3,5,3,5,1,FALSE,5,20,2.81,0.046875,0.09375,0.03125,0.15625,0,0,0.046875,0.015625,0,0.046875,0,0.015625,64,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,237,0.68695652173913,0,0,7,0.0202898550724638,7,0.0202898550724638,0,0,0,0,0,0,0,0.0446945489074966,0,0.111341756074724,0,0,0,0,0,0,0,0.111147007521239,0,0,0,0.087845590338157,0,0.167604369632578,0,0,0,0.0858062578606552,0,0,0,0,0.0686856055503721,0,0,0,0.103399272726127,0.145214246714574,0,0,0,0,0.0896184617474868,0,0,0,0.257504030432224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198218688326156,0,0.103317524344658,0,0,0.0817313629464154,0,0,0,0,0,0,0,0.113849867697082,0,0,0.0893780120040493,0,0.132648757323903,0,0.0909090909090909,0,0,0.181818181818182,0,0.181818181818182,0.181818181818182,0,0.363636363636364,"Aaron Peeksmease","SOC 2230"
3,2,3,0,0,5,5,3,5,3,5,1,FALSE,5,20,2.81,0.046875,0.09375,0.03125,0.15625,0,0,0.046875,0.015625,0,0.046875,0,0.015625,64,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,342,251,0.731778425655977,0,0,9,0.0262390670553936,6,0.0174927113702624,0,0.125165446864672,0.108140278919386,0,0,0.0946507135989298,0,0.0223472744537483,0,0,0,0.120150925858633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785096912912872,0.110376318326418,0,0,0,0.117951259362027,0,0,0,0,0,0,0.096809497809716,0,0,0,0.0816302772089372,0,0,0,0,0.128752015216112,0,0,0.12678541347466,0,0,0.0607826068302406,0,0,0,0,0,0,0,0,0.0660728961087186,0,0,0,0.0692958919592863,0.0817313629464154,0,0,0,0,0,0,0,0,0,0,0.0893780120040493,0,0,0,0,0,0.2,0,0,0,0.4,0,0.4,"Aaron Peeksmease","SOC 2230"
3,3,3,0,0,5,5,4,5,3,5,1,TRUE,5,20,3.08,0.117647058823529,0.0980392156862745,0.0980392156862745,0.137254901960784,0.0196078431372549,0.0392156862745098,0.0196078431372549,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,51,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,293,208,0.707482993197279,0,0,9,0.0306122448979592,14,0.0476190476190476,0,0,0.133095727900782,0,0,0,0,0.0550086755784574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160626172941621,0.12422345741919,0,0,0,0,0.113900561607561,0,0.100468033487923,0,0,0,0,0,0,0.119914193420305,0,0,0.154871844248542,0.0748093622526038,0,0,0,0,0,0,0,0,0.0813204875184229,0,0,0,0,0,0,0.140377447887351,0,0,0,0.145729861259337,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.222222222222222,0,0,0.333333333333333,0,0.333333333333333,"Aaron Peeksmease","SOC 2630"
3,3,3,0,0,5,5,4,5,3,5,1,TRUE,5,20,3.08,0.117647058823529,0.0980392156862745,0.0980392156862745,0.137254901960784,0.0196078431372549,0.0392156862745098,0.0196078431372549,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,51,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,344,229,0.663768115942029,2,0.00579710144927536,7,0.0202898550724638,10,0.0289855072463768,0.125646741385936,0,0,0.241208271152611,0,0,0.128523634972312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499661924179179,0,0,0.121639646646209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09447922345501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136927749495642,0.0714285714285714,0.142857142857143,0,0,0.142857142857143,0.0714285714285714,0.0714285714285714,0.142857142857143,0.142857142857143,0.214285714285714,"Aaron Peeksmease","SOC 2630"
3,3,3,0,0,5,5,5,5,3,5,3,TRUE,5,20,3.08,0.117647058823529,0.0980392156862745,0.0980392156862745,0.137254901960784,0.0196078431372549,0.0392156862745098,0.0196078431372549,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,51,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,331,221,0.66566265060241,0,0,16,0.0481927710843374,8,0.0240963855421687,0,0,0,0,0,0,0,0,0,0.215935526932797,0,0,0,0,0,0,0,0,0,0,0,0,0.120607788126378,0.081262724670341,0,0,0.107031581407436,0,0,0,0,0,0,0,0,0,0,0,0,0.179479672836157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700026206740256,0.138978892028314,0,0,0,0,0,0.0640706871357271,0,0,0,0,0,0.129549511618437,0,0,0,0,0.11481746644675,0,0,0.258481097957729,0,0,0.110001526977263,0,0,0.272727272727273,0,0,0.181818181818182,0,0.0909090909090909,0.0909090909090909,0,0.363636363636364,"Aaron Peeksmease","SOC 2630"
3,3,3,0,0,5,5,4,5,3,5,1,TRUE,5,20,3.08,0.117647058823529,0.0980392156862745,0.0980392156862745,0.137254901960784,0.0196078431372549,0.0392156862745098,0.0196078431372549,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,51,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,348,237,0.679083094555874,0,0,11,0.0315186246418338,6,0.0171919770773639,0,0.117802773519692,0,0,0,0,0.117183314239461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095507855587514,0,0.045557410733984,0,0.174200858929211,0.110906736648014,0,0,0,0,0,0,0,0,0,0,0.118431410307708,0,0,0.0679437200659661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118304935677307,0,0,0.111440482139493,0,0.107152816656077,0,0,0,0.213532375897041,0,0,0,0,0,0,0.2,0,0.4,0.2,0.2,"Aaron Peeksmease","SOC 2630"
3,3,3,0,0,5,5,5,5,3,5,1,TRUE,5,20,3.08,0.117647058823529,0.0980392156862745,0.0980392156862745,0.137254901960784,0.0196078431372549,0.0392156862745098,0.0196078431372549,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,51,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,347,257,0.738505747126437,1,0.0028735632183908,7,0.0201149425287356,7,0.0201149425287356,0,0,0,0,0,0,0.117183314239461,0.0210327288976455,0,0,0,0,0,0,0,0,0,0.104608948255284,0,0.122691507421596,0,0,0.117060500240309,0,0,0,0,0,0,0,0,0,0,0,0,0.095507855587514,0,0,0,0.0871004294646056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769236357142733,0.125739231864954,0,0,0,0,0,0.117802773519692,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.4,"Aaron Peeksmease","SOC 2630"
